Virtual address: 16916, PageNum: 66, PageOff: 20, Physical address: 20, Value: 0
Virtual address: 23084, PageNum: 90, PageOff: 44, Physical address: 35884, Value: 0
Virtual address: 36468, PageNum: 142, PageOff: 116, Physical address: 14452, Value: 0
Virtual address: 33645, PageNum: 131, PageOff: 109, Physical address: 60781, Value: 0
Virtual address: 25002, PageNum: 97, PageOff: 170, Physical address: 52650, Value: 24
Virtual address: 53715, PageNum: 209, PageOff: 211, Physical address: 979, Value: 116
Virtual address: 60173, PageNum: 235, PageOff: 13, Physical address: 57613, Value: 0
Virtual address: 46354, PageNum: 181, PageOff: 18, Physical address: 50194, Value: 45
Virtual address: 4708, PageNum: 18, PageOff: 100, Physical address: 27748, Value: 0
Virtual address: 28208, PageNum: 110, PageOff: 48, Physical address: 34864, Value: 0
Virtual address: 58844, PageNum: 229, PageOff: 220, Physical address: 55260, Value: 0
Virtual address: 22173, PageNum: 86, PageOff: 157, Physical address: 56733, Value: 0
Virtual address: 8535, PageNum: 33, PageOff: 87, Physical address: 20055, Value: 85
Virtual address: 42261, PageNum: 165, PageOff: 21, Physical address: 10773, Value: 0
Virtual address: 29687, PageNum: 115, PageOff: 247, Physical address: 49655, Value: -3
Virtual address: 37799, PageNum: 147, PageOff: 167, Physical address: 29351, Value: -23
Virtual address: 22566, PageNum: 88, PageOff: 38, Physical address: 2854, Value: 22
Virtual address: 62520, PageNum: 244, PageOff: 56, Physical address: 312, Value: 0
Virtual address: 4098, PageNum: 16, PageOff: 2, Physical address: 50690, Value: 4
Virtual address: 47999, PageNum: 187, PageOff: 127, Physical address: 25727, Value: -33
Virtual address: 49660, PageNum: 193, PageOff: 252, Physical address: 45564, Value: 0
Virtual address: 37063, PageNum: 144, PageOff: 199, Physical address: 18375, Value: 49
Virtual address: 41856, PageNum: 163, PageOff: 128, Physical address: 38784, Value: 0
Virtual address: 5417, PageNum: 21, PageOff: 41, Physical address: 21545, Value: 0
Virtual address: 48856, PageNum: 190, PageOff: 216, Physical address: 32984, Value: 0
Virtual address: 10682, PageNum: 41, PageOff: 186, Physical address: 27578, Value: 10
Virtual address: 22370, PageNum: 87, PageOff: 98, Physical address: 11362, Value: 21
Virtual address: 63281, PageNum: 247, PageOff: 49, Physical address: 16945, Value: 0
Virtual address: 62452, PageNum: 243, PageOff: 244, Physical address: 24052, Value: 0
Virtual address: 50532, PageNum: 197, PageOff: 100, Physical address: 18532, Value: 0
Virtual address: 9022, PageNum: 35, PageOff: 62, Physical address: 48190, Value: 8
Virtual address: 59300, PageNum: 231, PageOff: 164, Physical address: 10404, Value: 0
Virtual address: 58660, PageNum: 229, PageOff: 36, Physical address: 55076, Value: 0
Virtual address: 56401, PageNum: 220, PageOff: 81, Physical address: 51281, Value: 0
Virtual address: 8518, PageNum: 33, PageOff: 70, Physical address: 20038, Value: 8
Virtual address: 63066, PageNum: 246, PageOff: 90, Physical address: 22106, Value: 61
Virtual address: 63250, PageNum: 247, PageOff: 18, Physical address: 16914, Value: 61
Virtual address: 48592, PageNum: 189, PageOff: 208, Physical address: 2000, Value: 0
Virtual address: 28771, PageNum: 112, PageOff: 99, Physical address: 1379, Value: 24
Virtual address: 37673, PageNum: 147, PageOff: 41, Physical address: 29225, Value: 0
Virtual address: 60776, PageNum: 237, PageOff: 104, Physical address: 23656, Value: 0
Virtual address: 56438, PageNum: 220, PageOff: 118, Physical address: 51318, Value: 55
Virtual address: 60424, PageNum: 236, PageOff: 8, Physical address: 7176, Value: 0
Virtual address: 39993, PageNum: 156, PageOff: 57, Physical address: 1081, Value: 0
Virtual address: 56004, PageNum: 218, PageOff: 196, Physical address: 34756, Value: 0
Virtual address: 59002, PageNum: 230, PageOff: 122, Physical address: 14970, Value: 57
Virtual address: 33982, PageNum: 132, PageOff: 190, Physical address: 42174, Value: 33
Virtual address: 25498, PageNum: 99, PageOff: 154, Physical address: 60570, Value: 24
Virtual address: 57047, PageNum: 222, PageOff: 215, Physical address: 37591, Value: -75
Virtual address: 1401, PageNum: 5, PageOff: 121, Physical address: 51577, Value: 0
Virtual address: 15130, PageNum: 59, PageOff: 26, Physical address: 32282, Value: 14
Virtual address: 42960, PageNum: 167, PageOff: 208, Physical address: 19664, Value: 0
Virtual address: 61827, PageNum: 241, PageOff: 131, Physical address: 22403, Value: 96
Virtual address: 32442, PageNum: 126, PageOff: 186, Physical address: 7098, Value: 31
Virtual address: 64304, PageNum: 251, PageOff: 48, Physical address: 4912, Value: 0
Virtual address: 30273, PageNum: 118, PageOff: 65, Physical address: 58945, Value: 0
Virtual address: 38082, PageNum: 148, PageOff: 194, Physical address: 37314, Value: 37
Virtual address: 22404, PageNum: 87, PageOff: 132, Physical address: 11396, Value: 0
Virtual address: 3808, PageNum: 14, PageOff: 224, Physical address: 10208, Value: 0
Virtual address: 16883, PageNum: 65, PageOff: 243, Physical address: 48115, Value: 124
Virtual address: 23111, PageNum: 90, PageOff: 71, Physical address: 35911, Value: -111
Virtual address: 62417, PageNum: 243, PageOff: 209, Physical address: 24017, Value: 0
Virtual address: 60364, PageNum: 235, PageOff: 204, Physical address: 57804, Value: 0
Virtual address: 4542, PageNum: 17, PageOff: 190, Physical address: 58814, Value: 4
Virtual address: 14829, PageNum: 57, PageOff: 237, Physical address: 33517, Value: 0
Virtual address: 44964, PageNum: 175, PageOff: 164, Physical address: 13220, Value: 0
Virtual address: 33924, PageNum: 132, PageOff: 132, Physical address: 42116, Value: 0
Virtual address: 2141, PageNum: 8, PageOff: 93, Physical address: 35165, Value: 0
Virtual address: 19245, PageNum: 75, PageOff: 45, Physical address: 14125, Value: 0
Virtual address: 47168, PageNum: 184, PageOff: 64, Physical address: 29760, Value: 0
Virtual address: 24048, PageNum: 93, PageOff: 240, Physical address: 39664, Value: 0
Virtual address: 1022, PageNum: 3, PageOff: 254, Physical address: 8190, Value: 0
Virtual address: 23075, PageNum: 90, PageOff: 35, Physical address: 35875, Value: -120
Virtual address: 24888, PageNum: 97, PageOff: 56, Physical address: 52536, Value: 0
Virtual address: 49247, PageNum: 192, PageOff: 95, Physical address: 8543, Value: 23
Virtual address: 4900, PageNum: 19, PageOff: 36, Physical address: 13604, Value: 0
Virtual address: 22656, PageNum: 88, PageOff: 128, Physical address: 2944, Value: 0
Virtual address: 34117, PageNum: 133, PageOff: 69, Physical address: 60997, Value: 0
Virtual address: 55555, PageNum: 217, PageOff: 3, Physical address: 59907, Value: 64
Virtual address: 48947, PageNum: 191, PageOff: 51, Physical address: 50483, Value: -52
Virtual address: 59533, PageNum: 232, PageOff: 141, Physical address: 25997, Value: 0
Virtual address: 21312, PageNum: 83, PageOff: 64, Physical address: 9024, Value: 0
Virtual address: 21415, PageNum: 83, PageOff: 167, Physical address: 9127, Value: -23
Virtual address: 813, PageNum: 3, PageOff: 45, Physical address: 7981, Value: 0
Virtual address: 19419, PageNum: 75, PageOff: 219, Physical address: 14299, Value: -10
Virtual address: 1999, PageNum: 7, PageOff: 207, Physical address: 33231, Value: -13
Virtual address: 20155, PageNum: 78, PageOff: 187, Physical address: 40635, Value: -82
Virtual address: 21521, PageNum: 84, PageOff: 17, Physical address: 52241, Value: 0
Virtual address: 13670, PageNum: 53, PageOff: 102, Physical address: 53094, Value: 13
Virtual address: 19289, PageNum: 75, PageOff: 89, Physical address: 14169, Value: 0
Virtual address: 58483, PageNum: 228, PageOff: 115, Physical address: 15475, Value: 28
Virtual address: 41318, PageNum: 161, PageOff: 102, Physical address: 24934, Value: 40
Virtual address: 16151, PageNum: 63, PageOff: 23, Physical address: 55831, Value: -59
Virtual address: 13611, PageNum: 53, PageOff: 43, Physical address: 53035, Value: 74
Virtual address: 21514, PageNum: 84, PageOff: 10, Physical address: 52234, Value: 21
Virtual address: 13499, PageNum: 52, PageOff: 187, Physical address: 36283, Value: 46
Virtual address: 45583, PageNum: 178, PageOff: 15, Physical address: 7695, Value: -125
Virtual address: 49013, PageNum: 191, PageOff: 117, Physical address: 50549, Value: 0
Virtual address: 64843, PageNum: 253, PageOff: 75, Physical address: 2123, Value: 82
Virtual address: 63485, PageNum: 247, PageOff: 253, Physical address: 17149, Value: 0
Virtual address: 38697, PageNum: 151, PageOff: 41, Physical address: 46889, Value: 0
Virtual address: 59188, PageNum: 231, PageOff: 52, Physical address: 10292, Value: 0
Virtual address: 24593, PageNum: 96, PageOff: 17, Physical address: 38417, Value: 0
Virtual address: 57641, PageNum: 225, PageOff: 41, Physical address: 61225, Value: 0
Virtual address: 36524, PageNum: 142, PageOff: 172, Physical address: 14508, Value: 0
Virtual address: 56980, PageNum: 222, PageOff: 148, Physical address: 37524, Value: 0
Virtual address: 36810, PageNum: 143, PageOff: 202, Physical address: 35786, Value: 35
Virtual address: 6096, PageNum: 23, PageOff: 208, Physical address: 9424, Value: 0
Virtual address: 11070, PageNum: 43, PageOff: 62, Physical address: 39998, Value: 10
Virtual address: 60124, PageNum: 234, PageOff: 220, Physical address: 10716, Value: 0
Virtual address: 37576, PageNum: 146, PageOff: 200, Physical address: 21448, Value: 0
Virtual address: 15096, PageNum: 58, PageOff: 248, Physical address: 24824, Value: 0
Virtual address: 45247, PageNum: 176, PageOff: 191, Physical address: 49087, Value: 47
Virtual address: 32783, PageNum: 128, PageOff: 15, Physical address: 4111, Value: 3
Virtual address: 58390, PageNum: 228, PageOff: 22, Physical address: 15382, Value: 57
Virtual address: 60873, PageNum: 237, PageOff: 201, Physical address: 23753, Value: 0
Virtual address: 23719, PageNum: 92, PageOff: 167, Physical address: 54951, Value: 41
Virtual address: 24385, PageNum: 95, PageOff: 65, Physical address: 1601, Value: 0
Virtual address: 22307, PageNum: 87, PageOff: 35, Physical address: 11299, Value: -56
Virtual address: 17375, PageNum: 67, PageOff: 223, Physical address: 61663, Value: -9
Virtual address: 15990, PageNum: 62, PageOff: 118, Physical address: 21110, Value: 15
Virtual address: 20526, PageNum: 80, PageOff: 46, Physical address: 56878, Value: 20
Virtual address: 25904, PageNum: 101, PageOff: 48, Physical address: 36656, Value: 0
Virtual address: 42224, PageNum: 164, PageOff: 240, Physical address: 46320, Value: 0
Virtual address: 9311, PageNum: 36, PageOff: 95, Physical address: 22879, Value: 23
Virtual address: 7862, PageNum: 30, PageOff: 182, Physical address: 58038, Value: 7
Virtual address: 3835, PageNum: 14, PageOff: 251, Physical address: 10235, Value: -66
Virtual address: 30535, PageNum: 119, PageOff: 71, Physical address: 16199, Value: -47
Virtual address: 65179, PageNum: 254, PageOff: 155, Physical address: 48539, Value: -90
Virtual address: 57387, PageNum: 224, PageOff: 43, Physical address: 37931, Value: 10
Virtual address: 63579, PageNum: 248, PageOff: 91, Physical address: 28251, Value: 22
Virtual address: 4946, PageNum: 19, PageOff: 82, Physical address: 13650, Value: 4
Virtual address: 9037, PageNum: 35, PageOff: 77, Physical address: 48205, Value: 0
Virtual address: 61033, PageNum: 238, PageOff: 105, Physical address: 5993, Value: 0
Virtual address: 55543, PageNum: 216, PageOff: 247, Physical address: 58359, Value: 61
Virtual address: 50361, PageNum: 196, PageOff: 185, Physical address: 14009, Value: 0
Virtual address: 6480, PageNum: 25, PageOff: 80, Physical address: 29008, Value: 0
Virtual address: 14042, PageNum: 54, PageOff: 218, Physical address: 31450, Value: 13
Virtual address: 21531, PageNum: 84, PageOff: 27, Physical address: 52251, Value: 6
Virtual address: 39195, PageNum: 153, PageOff: 27, Physical address: 55579, Value: 70
Virtual address: 37511, PageNum: 146, PageOff: 135, Physical address: 21383, Value: -95
Virtual address: 23696, PageNum: 92, PageOff: 144, Physical address: 54928, Value: 0
Virtual address: 27440, PageNum: 107, PageOff: 48, Physical address: 15664, Value: 0
Virtual address: 28201, PageNum: 110, PageOff: 41, Physical address: 34857, Value: 0
Virtual address: 23072, PageNum: 90, PageOff: 32, Physical address: 35872, Value: 0
Virtual address: 7814, PageNum: 30, PageOff: 134, Physical address: 57990, Value: 7
Virtual address: 6552, PageNum: 25, PageOff: 152, Physical address: 29080, Value: 0
Virtual address: 43637, PageNum: 170, PageOff: 117, Physical address: 12661, Value: 0
Virtual address: 35113, PageNum: 137, PageOff: 41, Physical address: 39721, Value: 0
Virtual address: 34890, PageNum: 136, PageOff: 74, Physical address: 26698, Value: 34
Virtual address: 61297, PageNum: 239, PageOff: 113, Physical address: 42353, Value: 0
Virtual address: 45633, PageNum: 178, PageOff: 65, Physical address: 7745, Value: 0
Virtual address: 61431, PageNum: 239, PageOff: 247, Physical address: 42487, Value: -3
Virtual address: 46032, PageNum: 179, PageOff: 208, Physical address: 51152, Value: 0
Virtual address: 18774, PageNum: 73, PageOff: 86, Physical address: 61782, Value: 18
Virtual address: 62991, PageNum: 246, PageOff: 15, Physical address: 22031, Value: -125
Virtual address: 28059, PageNum: 109, PageOff: 155, Physical address: 3483, Value: 102
Virtual address: 35229, PageNum: 137, PageOff: 157, Physical address: 39837, Value: 0
Virtual address: 51230, PageNum: 200, PageOff: 30, Physical address: 32542, Value: 50
Virtual address: 14405, PageNum: 56, PageOff: 69, Physical address: 5701, Value: 0
Virtual address: 52242, PageNum: 204, PageOff: 18, Physical address: 46610, Value: 51
Virtual address: 43153, PageNum: 168, PageOff: 145, Physical address: 17553, Value: 0
Virtual address: 2709, PageNum: 10, PageOff: 149, Physical address: 53909, Value: 0
Virtual address: 47963, PageNum: 187, PageOff: 91, Physical address: 25691, Value: -42
Virtual address: 36943, PageNum: 144, PageOff: 79, Physical address: 18255, Value: 19
Virtual address: 54066, PageNum: 211, PageOff: 50, Physical address: 51762, Value: 52
Virtual address: 10054, PageNum: 39, PageOff: 70, Physical address: 60230, Value: 9
Virtual address: 43051, PageNum: 168, PageOff: 43, Physical address: 17451, Value: 10
Virtual address: 11525, PageNum: 45, PageOff: 5, Physical address: 41477, Value: 0
Virtual address: 17684, PageNum: 69, PageOff: 20, Physical address: 9748, Value: 0
Virtual address: 41681, PageNum: 162, PageOff: 209, Physical address: 41937, Value: 0
Virtual address: 27883, PageNum: 108, PageOff: 235, Physical address: 44267, Value: 58
Virtual address: 56909, PageNum: 222, PageOff: 77, Physical address: 37453, Value: 0
Virtual address: 45772, PageNum: 178, PageOff: 204, Physical address: 7884, Value: 0
Virtual address: 27496, PageNum: 107, PageOff: 104, Physical address: 15720, Value: 0
Virtual address: 46842, PageNum: 182, PageOff: 250, Physical address: 55546, Value: 45
Virtual address: 38734, PageNum: 151, PageOff: 78, Physical address: 46926, Value: 37
Virtual address: 28972, PageNum: 113, PageOff: 44, Physical address: 16428, Value: 0
Virtual address: 59684, PageNum: 233, PageOff: 36, Physical address: 47396, Value: 0
Virtual address: 11384, PageNum: 44, PageOff: 120, Physical address: 54392, Value: 0
Virtual address: 21018, PageNum: 82, PageOff: 26, Physical address: 37658, Value: 20
Virtual address: 2192, PageNum: 8, PageOff: 144, Physical address: 35216, Value: 0
Virtual address: 18384, PageNum: 71, PageOff: 208, Physical address: 2512, Value: 0
Virtual address: 13464, PageNum: 52, PageOff: 152, Physical address: 36248, Value: 0
Virtual address: 31018, PageNum: 121, PageOff: 42, Physical address: 61994, Value: 30
Virtual address: 62958, PageNum: 245, PageOff: 238, Physical address: 28654, Value: 61
Virtual address: 30611, PageNum: 119, PageOff: 147, Physical address: 16275, Value: -28
Virtual address: 1913, PageNum: 7, PageOff: 121, Physical address: 33145, Value: 0
Virtual address: 18904, PageNum: 73, PageOff: 216, Physical address: 61912, Value: 0
Virtual address: 26773, PageNum: 104, PageOff: 149, Physical address: 42645, Value: 0
Virtual address: 55491, PageNum: 216, PageOff: 195, Physical address: 58307, Value: 48
Virtual address: 21899, PageNum: 85, PageOff: 139, Physical address: 24203, Value: 98
Virtual address: 64413, PageNum: 251, PageOff: 157, Physical address: 5021, Value: 0
Virtual address: 47134, PageNum: 184, PageOff: 30, Physical address: 29726, Value: 46
Virtual address: 23172, PageNum: 90, PageOff: 132, Physical address: 35972, Value: 0
Virtual address: 7262, PageNum: 28, PageOff: 94, Physical address: 43102, Value: 7
Virtual address: 12705, PageNum: 49, PageOff: 161, Physical address: 31137, Value: 0
Virtual address: 7522, PageNum: 29, PageOff: 98, Physical address: 6242, Value: 7
Virtual address: 58815, PageNum: 229, PageOff: 191, Physical address: 55231, Value: 111
Virtual address: 34916, PageNum: 136, PageOff: 100, Physical address: 26724, Value: 0
Virtual address: 3802, PageNum: 14, PageOff: 218, Physical address: 10202, Value: 3
Virtual address: 58008, PageNum: 226, PageOff: 152, Physical address: 3224, Value: 0
Virtual address: 1239, PageNum: 4, PageOff: 215, Physical address: 40919, Value: 53
Virtual address: 63947, PageNum: 249, PageOff: 203, Physical address: 21963, Value: 114
Virtual address: 381, PageNum: 1, PageOff: 125, Physical address: 57213, Value: 0
Virtual address: 60734, PageNum: 237, PageOff: 62, Physical address: 23614, Value: 59
Virtual address: 48769, PageNum: 190, PageOff: 129, Physical address: 32897, Value: 0
Virtual address: 41938, PageNum: 163, PageOff: 210, Physical address: 38866, Value: 40
Virtual address: 38025, PageNum: 148, PageOff: 137, Physical address: 37257, Value: 0
Virtual address: 55099, PageNum: 215, PageOff: 59, Physical address: 5179, Value: -50
Virtual address: 56691, PageNum: 221, PageOff: 115, Physical address: 13427, Value: 92
Virtual address: 39530, PageNum: 154, PageOff: 106, Physical address: 43370, Value: 38
Virtual address: 59003, PageNum: 230, PageOff: 123, Physical address: 14971, Value: -98
Virtual address: 6029, PageNum: 23, PageOff: 141, Physical address: 9357, Value: 0
Virtual address: 20920, PageNum: 81, PageOff: 184, Physical address: 39096, Value: 0
Virtual address: 8077, PageNum: 31, PageOff: 141, Physical address: 33933, Value: 0
Virtual address: 42633, PageNum: 166, PageOff: 137, Physical address: 20873, Value: 0
Virtual address: 17443, PageNum: 68, PageOff: 35, Physical address: 40995, Value: 8
Virtual address: 53570, PageNum: 209, PageOff: 66, Physical address: 834, Value: 52
Virtual address: 22833, PageNum: 89, PageOff: 49, Physical address: 52785, Value: 0
Virtual address: 3782, PageNum: 14, PageOff: 198, Physical address: 10182, Value: 3
Virtual address: 47758, PageNum: 186, PageOff: 142, Physical address: 56462, Value: 46
Virtual address: 22136, PageNum: 86, PageOff: 120, Physical address: 56696, Value: 0
Virtual address: 22427, PageNum: 87, PageOff: 155, Physical address: 11419, Value: -26
Virtual address: 23867, PageNum: 93, PageOff: 59, Physical address: 39483, Value: 78
Virtual address: 59968, PageNum: 234, PageOff: 64, Physical address: 10560, Value: 0
Virtual address: 62166, PageNum: 242, PageOff: 214, Physical address: 62422, Value: 60
Virtual address: 6972, PageNum: 27, PageOff: 60, Physical address: 26428, Value: 0
Virtual address: 63684, PageNum: 248, PageOff: 196, Physical address: 28356, Value: 0
Virtual address: 46388, PageNum: 181, PageOff: 52, Physical address: 50228, Value: 0
Virtual address: 41942, PageNum: 163, PageOff: 214, Physical address: 38870, Value: 40
Virtual address: 36524, PageNum: 142, PageOff: 172, Physical address: 14508, Value: 0
Virtual address: 9323, PageNum: 36, PageOff: 107, Physical address: 22891, Value: 26
Virtual address: 31114, PageNum: 121, PageOff: 138, Physical address: 62090, Value: 30
Virtual address: 22345, PageNum: 87, PageOff: 73, Physical address: 11337, Value: 0
Virtual address: 46463, PageNum: 181, PageOff: 127, Physical address: 50303, Value: 95
Virtual address: 54671, PageNum: 213, PageOff: 143, Physical address: 48783, Value: 99
Virtual address: 9214, PageNum: 35, PageOff: 254, Physical address: 48382, Value: 8
Virtual address: 7257, PageNum: 28, PageOff: 89, Physical address: 43097, Value: 0
Virtual address: 33150, PageNum: 129, PageOff: 126, Physical address: 53630, Value: 32
Virtual address: 41565, PageNum: 162, PageOff: 93, Physical address: 41821, Value: 0
Virtual address: 26214, PageNum: 102, PageOff: 102, Physical address: 49254, Value: 25
Virtual address: 3595, PageNum: 14, PageOff: 11, Physical address: 9995, Value: -126
Virtual address: 17932, PageNum: 70, PageOff: 12, Physical address: 18700, Value: 0
Virtual address: 34660, PageNum: 135, PageOff: 100, Physical address: 18020, Value: 0
Virtual address: 51961, PageNum: 202, PageOff: 249, Physical address: 27385, Value: 0
Virtual address: 58634, PageNum: 229, PageOff: 10, Physical address: 55050, Value: 57
Virtual address: 57990, PageNum: 226, PageOff: 134, Physical address: 3206, Value: 56
Virtual address: 28848, PageNum: 112, PageOff: 176, Physical address: 1456, Value: 0
Virtual address: 49920, PageNum: 195, PageOff: 0, Physical address: 59136, Value: 0
Virtual address: 18351, PageNum: 71, PageOff: 175, Physical address: 2479, Value: -21
Virtual address: 53669, PageNum: 209, PageOff: 165, Physical address: 933, Value: 0
Virtual address: 33996, PageNum: 132, PageOff: 204, Physical address: 42188, Value: 0
Virtual address: 6741, PageNum: 26, PageOff: 85, Physical address: 6741, Value: 0
Virtual address: 64098, PageNum: 250, PageOff: 98, Physical address: 4450, Value: 62
Virtual address: 606, PageNum: 2, PageOff: 94, Physical address: 17246, Value: 0
Virtual address: 27383, PageNum: 106, PageOff: 247, Physical address: 28919, Value: -67
Virtual address: 63140, PageNum: 246, PageOff: 164, Physical address: 22180, Value: 0
Virtual address: 32228, PageNum: 125, PageOff: 228, Physical address: 49892, Value: 0
Virtual address: 63437, PageNum: 247, PageOff: 205, Physical address: 17101, Value: 0
Virtual address: 29085, PageNum: 113, PageOff: 157, Physical address: 16541, Value: 0
Virtual address: 65080, PageNum: 254, PageOff: 56, Physical address: 48440, Value: 0
Virtual address: 38753, PageNum: 151, PageOff: 97, Physical address: 46945, Value: 0
Virtual address: 16041, PageNum: 62, PageOff: 169, Physical address: 21161, Value: 0
Virtual address: 9041, PageNum: 35, PageOff: 81, Physical address: 48209, Value: 0
Virtual address: 42090, PageNum: 164, PageOff: 106, Physical address: 46186, Value: 41
Virtual address: 46388, PageNum: 181, PageOff: 52, Physical address: 50228, Value: 0
Virtual address: 63650, PageNum: 248, PageOff: 162, Physical address: 28322, Value: 62
Virtual address: 36636, PageNum: 143, PageOff: 28, Physical address: 35612, Value: 0
Virtual address: 21947, PageNum: 85, PageOff: 187, Physical address: 24251, Value: 110
Virtual address: 19833, PageNum: 77, PageOff: 121, Physical address: 36473, Value: 0
Virtual address: 36464, PageNum: 142, PageOff: 112, Physical address: 14448, Value: 0
Virtual address: 8541, PageNum: 33, PageOff: 93, Physical address: 20061, Value: 0
Virtual address: 12712, PageNum: 49, PageOff: 168, Physical address: 31144, Value: 0
Virtual address: 48955, PageNum: 191, PageOff: 59, Physical address: 50491, Value: -50
Virtual address: 39206, PageNum: 153, PageOff: 38, Physical address: 55590, Value: 38
Virtual address: 15578, PageNum: 60, PageOff: 218, Physical address: 31962, Value: 15
Virtual address: 49205, PageNum: 192, PageOff: 53, Physical address: 8501, Value: 0
Virtual address: 7731, PageNum: 30, PageOff: 51, Physical address: 57907, Value: -116
Virtual address: 43046, PageNum: 168, PageOff: 38, Physical address: 17446, Value: 42
Virtual address: 60498, PageNum: 236, PageOff: 82, Physical address: 7250, Value: 59
Virtual address: 9237, PageNum: 36, PageOff: 21, Physical address: 22805, Value: 0
Virtual address: 47706, PageNum: 186, PageOff: 90, Physical address: 56410, Value: 46
Virtual address: 43973, PageNum: 171, PageOff: 197, Physical address: 57541, Value: 0
Virtual address: 42008, PageNum: 164, PageOff: 24, Physical address: 46104, Value: 0
Virtual address: 27460, PageNum: 107, PageOff: 68, Physical address: 15684, Value: 0
Virtual address: 24999, PageNum: 97, PageOff: 167, Physical address: 52647, Value: 105
Virtual address: 51933, PageNum: 202, PageOff: 221, Physical address: 27357, Value: 0
Virtual address: 34070, PageNum: 133, PageOff: 22, Physical address: 60950, Value: 33
Virtual address: 65155, PageNum: 254, PageOff: 131, Physical address: 48515, Value: -96
Virtual address: 59955, PageNum: 234, PageOff: 51, Physical address: 10547, Value: -116
Virtual address: 9277, PageNum: 36, PageOff: 61, Physical address: 22845, Value: 0
Virtual address: 20420, PageNum: 79, PageOff: 196, Physical address: 16836, Value: 0
Virtual address: 44860, PageNum: 175, PageOff: 60, Physical address: 13116, Value: 0
Virtual address: 50992, PageNum: 199, PageOff: 48, Physical address: 42800, Value: 0
Virtual address: 10583, PageNum: 41, PageOff: 87, Physical address: 27479, Value: 85
Virtual address: 57751, PageNum: 225, PageOff: 151, Physical address: 61335, Value: 101
Virtual address: 23195, PageNum: 90, PageOff: 155, Physical address: 35995, Value: -90
Virtual address: 27227, PageNum: 106, PageOff: 91, Physical address: 28763, Value: -106
Virtual address: 42816, PageNum: 167, PageOff: 64, Physical address: 19520, Value: 0
Virtual address: 58219, PageNum: 227, PageOff: 107, Physical address: 34155, Value: -38
Virtual address: 37606, PageNum: 146, PageOff: 230, Physical address: 21478, Value: 36
Virtual address: 18426, PageNum: 71, PageOff: 250, Physical address: 2554, Value: 17
Virtual address: 21238, PageNum: 82, PageOff: 246, Physical address: 37878, Value: 20
Virtual address: 11983, PageNum: 46, PageOff: 207, Physical address: 59855, Value: -77
Virtual address: 48394, PageNum: 189, PageOff: 10, Physical address: 1802, Value: 47
Virtual address: 11036, PageNum: 43, PageOff: 28, Physical address: 39964, Value: 0
Virtual address: 30557, PageNum: 119, PageOff: 93, Physical address: 16221, Value: 0
Virtual address: 23453, PageNum: 91, PageOff: 157, Physical address: 20637, Value: 0
Virtual address: 49847, PageNum: 194, PageOff: 183, Physical address: 31671, Value: -83
Virtual address: 30032, PageNum: 117, PageOff: 80, Physical address: 592, Value: 0
Virtual address: 48065, PageNum: 187, PageOff: 193, Physical address: 25793, Value: 0
Virtual address: 6957, PageNum: 27, PageOff: 45, Physical address: 26413, Value: 0
Virtual address: 2301, PageNum: 8, PageOff: 253, Physical address: 35325, Value: 0
Virtual address: 7736, PageNum: 30, PageOff: 56, Physical address: 57912, Value: 0
Virtual address: 31260, PageNum: 122, PageOff: 28, Physical address: 23324, Value: 0
Virtual address: 17071, PageNum: 66, PageOff: 175, Physical address: 175, Value: -85
Virtual address: 8940, PageNum: 34, PageOff: 236, Physical address: 46572, Value: 0
Virtual address: 9929, PageNum: 38, PageOff: 201, Physical address: 44745, Value: 0
Virtual address: 45563, PageNum: 177, PageOff: 251, Physical address: 46075, Value: 126
Virtual address: 12107, PageNum: 47, PageOff: 75, Physical address: 2635, Value: -46
